"Step","x-250px - train_loss","x-250px - train_loss__MIN","x-250px - train_loss__MAX"
"3110","0.10177230089902878","0.10177230089902878","0.10177230089902878"
"3156","0.10032044351100922","0.10032044351100922","0.10032044351100922"
"3160","0.10034097731113434","0.10034097731113434","0.10034097731113434"
"3162","0.10027068108320236","0.10027068108320236","0.10027068108320236"
"3170","0.09857894480228424","0.09857894480228424","0.09857894480228424"
"3181","0.09806829690933228","0.09806829690933228","0.09806829690933228"
"3188","0.09910862147808075","0.09910862147808075","0.09910862147808075"
"3203","0.09656013548374176","0.09656013548374176","0.09656013548374176"
"3229","0.09413865208625793","0.09413865208625793","0.09413865208625793"
"3234","0.09472577273845673","0.09472577273845673","0.09472577273845673"
"3313","0.08828894048929214","0.08828894048929214","0.08828894048929214"
"3378","0.09018746018409729","0.09018746018409729","0.09018746018409729"
"3391","0.08978576213121414","0.08978576213121414","0.08978576213121414"
"3397","0.09036997705698013","0.09036997705698013","0.09036997705698013"
"3402","0.09065936505794525","0.09065936505794525","0.09065936505794525"
"3403","0.09012563526630402","0.09012563526630402","0.09012563526630402"
"3428","0.0926843211054802","0.0926843211054802","0.0926843211054802"
"3443","0.09058567136526108","0.09058567136526108","0.09058567136526108"
"3444","0.09024842828512192","0.09024842828512192","0.09024842828512192"
"3457","0.08953115344047546","0.08953115344047546","0.08953115344047546"
"3550","0.08370253443717957","0.08370253443717957","0.08370253443717957"
"3570","0.08435109257698059","0.08435109257698059","0.08435109257698059"
"3579","0.08399752527475357","0.08399752527475357","0.08399752527475357"
"3581","0.08434833586215973","0.08434833586215973","0.08434833586215973"
"3608","0.08325420320034027","0.08325420320034027","0.08325420320034027"
"3625","0.08391956239938736","0.08391956239938736","0.08391956239938736"
"3661","0.08265107870101929","0.08265107870101929","0.08265107870101929"
"3666","0.08348340541124344","0.08348340541124344","0.08348340541124344"
"3668","0.08289303630590439","0.08289303630590439","0.08289303630590439"
"3690","0.08221523463726044","0.08221523463726044","0.08221523463726044"
"3698","0.08170671761035919","0.08170671761035919","0.08170671761035919"
"3699","0.08127442002296448","0.08127442002296448","0.08127442002296448"
"3703","0.08265822380781174","0.08265822380781174","0.08265822380781174"
"3712","0.08112399280071259","0.08112399280071259","0.08112399280071259"
"3765","0.0807097777724266","0.0807097777724266","0.0807097777724266"
"3792","0.07763811945915222","0.07763811945915222","0.07763811945915222"
"3826","0.07939240336418152","0.07939240336418152","0.07939240336418152"
"3829","0.07990055531263351","0.07990055531263351","0.07990055531263351"
"3832","0.07987640053033829","0.07987640053033829","0.07987640053033829"
"3834","0.08027756959199905","0.08027756959199905","0.08027756959199905"
"3836","0.08015646785497665","0.08015646785497665","0.08015646785497665"
"3863","0.07639740407466888","0.07639740407466888","0.07639740407466888"
"3877","0.07258561998605728","0.07258561998605728","0.07258561998605728"
"3879","0.07214783132076263","0.07214783132076263","0.07214783132076263"
"3888","0.07327483594417572","0.07327483594417572","0.07327483594417572"
"3941","0.07334013283252716","0.07334013283252716","0.07334013283252716"
"3945","0.0724279135465622","0.0724279135465622","0.0724279135465622"
"4009","0.0720234140753746","0.0720234140753746","0.0720234140753746"
"4058","0.07124897837638855","0.07124897837638855","0.07124897837638855"
"4065","0.07122375071048737","0.07122375071048737","0.07122375071048737"
"4082","0.06998415291309357","0.06998415291309357","0.06998415291309357"
"4086","0.07007236778736115","0.07007236778736115","0.07007236778736115"
"4096","0.07164640724658966","0.07164640724658966","0.07164640724658966"
"4113","0.07174251228570938","0.07174251228570938","0.07174251228570938"
"4120","0.07158517092466354","0.07158517092466354","0.07158517092466354"
"4125","0.07076393067836761","0.07076393067836761","0.07076393067836761"
"4131","0.0716223493218422","0.0716223493218422","0.0716223493218422"
"4143","0.07061775773763657","0.07061775773763657","0.07061775773763657"
"4188","0.06819285452365875","0.06819285452365875","0.06819285452365875"
"4195","0.0670958012342453","0.0670958012342453","0.0670958012342453"
"4215","0.06782586872577667","0.06782586872577667","0.06782586872577667"
"4226","0.06741873919963837","0.06741873919963837","0.06741873919963837"
"4252","0.06862003356218338","0.06862003356218338","0.06862003356218338"
"4347","0.06564848124980927","0.06564848124980927","0.06564848124980927"
"4381","0.0655105710029602","0.0655105710029602","0.0655105710029602"
"4390","0.06553682684898376","0.06553682684898376","0.06553682684898376"
"4412","0.06284493952989578","0.06284493952989578","0.06284493952989578"
"4418","0.06257226318120956","0.06257226318120956","0.06257226318120956"
"4442","0.061851583421230316","0.061851583421230316","0.061851583421230316"
"4443","0.061408765614032745","0.061408765614032745","0.061408765614032745"
"4453","0.06075496971607208","0.06075496971607208","0.06075496971607208"
"4461","0.06195021793246269","0.06195021793246269","0.06195021793246269"
"4463","0.062269095331430435","0.062269095331430435","0.062269095331430435"
"4481","0.059667520225048065","0.059667520225048065","0.059667520225048065"
"4484","0.05958590656518936","0.05958590656518936","0.05958590656518936"
"4491","0.05901185795664787","0.05901185795664787","0.05901185795664787"
"4492","0.05973902344703674","0.05973902344703674","0.05973902344703674"
"4532","0.05952546373009682","0.05952546373009682","0.05952546373009682"
"4539","0.057988908141851425","0.057988908141851425","0.057988908141851425"
"4545","0.05911093205213547","0.05911093205213547","0.05911093205213547"
"4558","0.058889709413051605","0.058889709413051605","0.058889709413051605"
"4591","0.057548798620700836","0.057548798620700836","0.057548798620700836"
"4593","0.05747683718800545","0.05747683718800545","0.05747683718800545"
"4596","0.057539306581020355","0.057539306581020355","0.057539306581020355"
"4597","0.056994348764419556","0.056994348764419556","0.056994348764419556"
"4624","0.05689218267798424","0.05689218267798424","0.05689218267798424"
"4656","0.05594811588525772","0.05594811588525772","0.05594811588525772"
"4699","0.055566880851984024","0.055566880851984024","0.055566880851984024"
"4758","0.05466895177960396","0.05466895177960396","0.05466895177960396"
"4763","0.05438647046685219","0.05438647046685219","0.05438647046685219"
"4788","0.053952958434820175","0.053952958434820175","0.053952958434820175"
"4791","0.05382158234715462","0.05382158234715462","0.05382158234715462"
"4802","0.05362362042069435","0.05362362042069435","0.05362362042069435"
"4824","0.052019212394952774","0.052019212394952774","0.052019212394952774"
"4835","0.05226295441389084","0.05226295441389084","0.05226295441389084"
"4857","0.051842011511325836","0.051842011511325836","0.051842011511325836"
"4889","0.05298524722456932","0.05298524722456932","0.05298524722456932"
"4911","0.0521036796271801","0.0521036796271801","0.0521036796271801"
"4916","0.05162832885980606","0.05162832885980606","0.05162832885980606"
"4920","0.05094394460320473","0.05094394460320473","0.05094394460320473"
"4939","0.05037083104252815","0.05037083104252815","0.05037083104252815"
"4966","0.05408897623419762","0.05408897623419762","0.05408897623419762"
"5010","0.05253850296139717","0.05253850296139717","0.05253850296139717"
"5046","0.04927342012524605","0.04927342012524605","0.04927342012524605"
"5093","0.04616709426045418","0.04616709426045418","0.04616709426045418"
"5100","0.04543731361627579","0.04543731361627579","0.04543731361627579"
"5142","0.043324775993824005","0.043324775993824005","0.043324775993824005"
"5148","0.0431460440158844","0.0431460440158844","0.0431460440158844"
"5164","0.042251504957675934","0.042251504957675934","0.042251504957675934"
"5168","0.04301825910806656","0.04301825910806656","0.04301825910806656"
"5175","0.04332874342799187","0.04332874342799187","0.04332874342799187"
"5199","0.04602094367146492","0.04602094367146492","0.04602094367146492"
"5206","0.0455939881503582","0.0455939881503582","0.0455939881503582"
"5212","0.04620478302240372","0.04620478302240372","0.04620478302240372"
"5260","0.0444919727742672","0.0444919727742672","0.0444919727742672"
"5266","0.04380997642874718","0.04380997642874718","0.04380997642874718"
"5269","0.04363333433866501","0.04363333433866501","0.04363333433866501"
"5311","0.0427696593105793","0.0427696593105793","0.0427696593105793"
"5325","0.04239893704652786","0.04239893704652786","0.04239893704652786"
"5427","0.039097316563129425","0.039097316563129425","0.039097316563129425"
"5463","0.03916269168257713","0.03916269168257713","0.03916269168257713"
"5494","0.03830110654234886","0.03830110654234886","0.03830110654234886"
"5503","0.03921101242303848","0.03921101242303848","0.03921101242303848"
"5558","0.037351153790950775","0.037351153790950775","0.037351153790950775"
"5570","0.03689228370785713","0.03689228370785713","0.03689228370785713"
"5622","0.03621891513466835","0.03621891513466835","0.03621891513466835"
"5626","0.03683672845363617","0.03683672845363617","0.03683672845363617"
"5634","0.035218045115470886","0.035218045115470886","0.035218045115470886"
"5646","0.035110317170619965","0.035110317170619965","0.035110317170619965"
"5647","0.03507135063409805","0.03507135063409805","0.03507135063409805"
"5675","0.033653855323791504","0.033653855323791504","0.033653855323791504"
"5684","0.032635822892189026","0.032635822892189026","0.032635822892189026"
"5695","0.03333009034395218","0.03333009034395218","0.03333009034395218"
"5700","0.03427768126130104","0.03427768126130104","0.03427768126130104"
"5718","0.03585533797740936","0.03585533797740936","0.03585533797740936"
"5760","0.03568681329488754","0.03568681329488754","0.03568681329488754"
"5802","0.03713759034872055","0.03713759034872055","0.03713759034872055"
"5816","0.03534218668937683","0.03534218668937683","0.03534218668937683"
"5827","0.03511342406272888","0.03511342406272888","0.03511342406272888"
"5880","0.02920483611524105","0.02920483611524105","0.02920483611524105"
"5901","0.029089337214827538","0.029089337214827538","0.029089337214827538"
"5953","0.030478771775960922","0.030478771775960922","0.030478771775960922"
"5964","0.029937194660305977","0.029937194660305977","0.029937194660305977"
"6003","0.028978189453482628","0.028978189453482628","0.028978189453482628"
"6009","0.02935612015426159","0.02935612015426159","0.02935612015426159"
"6063","0.028927605599164963","0.028927605599164963","0.028927605599164963"
"6078","0.030671173706650734","0.030671173706650734","0.030671173706650734"
"6113","0.029249392449855804","0.029249392449855804","0.029249392449855804"
"6115","0.029308680444955826","0.029308680444955826","0.029308680444955826"
"6117","0.02947436273097992","0.02947436273097992","0.02947436273097992"
"6129","0.029293294996023178","0.029293294996023178","0.029293294996023178"
"6143","0.030122574418783188","0.030122574418783188","0.030122574418783188"
"6193","0.02753192000091076","0.02753192000091076","0.02753192000091076"
"6211","0.028061604127287865","0.028061604127287865","0.028061604127287865"
"6234","0.02663801982998848","0.02663801982998848","0.02663801982998848"
"6252","0.028058143332600594","0.028058143332600594","0.028058143332600594"
"6272","0.028420809656381607","0.028420809656381607","0.028420809656381607"
"6288","0.02759573981165886","0.02759573981165886","0.02759573981165886"
"6306","0.02669016271829605","0.02669016271829605","0.02669016271829605"
"6347","0.02507399208843708","0.02507399208843708","0.02507399208843708"
"6371","0.026904668658971786","0.026904668658971786","0.026904668658971786"
"6382","0.02613212540745735","0.02613212540745735","0.02613212540745735"
"6385","0.02664257027208805","0.02664257027208805","0.02664257027208805"
"6398","0.026340370997786522","0.026340370997786522","0.026340370997786522"
"6410","0.02627481520175934","0.02627481520175934","0.02627481520175934"
"6413","0.025939757004380226","0.025939757004380226","0.025939757004380226"
"6440","0.026341119781136513","0.026341119781136513","0.026341119781136513"
"6443","0.025896616280078888","0.025896616280078888","0.025896616280078888"
"6462","0.02532714046537876","0.02532714046537876","0.02532714046537876"
"6463","0.025272635743021965","0.025272635743021965","0.025272635743021965"
"6491","0.025646837428212166","0.025646837428212166","0.025646837428212166"
"6508","0.025292016565799713","0.025292016565799713","0.025292016565799713"
"6511","0.02522771619260311","0.02522771619260311","0.02522771619260311"
"6532","0.023292696103453636","0.023292696103453636","0.023292696103453636"
"6576","0.024265523999929428","0.024265523999929428","0.024265523999929428"
"6581","0.02403130941092968","0.02403130941092968","0.02403130941092968"
"6583","0.024565564468503","0.024565564468503","0.024565564468503"
"6622","0.02482510171830654","0.02482510171830654","0.02482510171830654"
"6634","0.024549419060349464","0.024549419060349464","0.024549419060349464"
"6646","0.026543188840150833","0.026543188840150833","0.026543188840150833"
"6703","0.025491811335086823","0.025491811335086823","0.025491811335086823"
"6718","0.024713633581995964","0.024713633581995964","0.024713633581995964"
"6735","0.022897018119692802","0.022897018119692802","0.022897018119692802"
"6741","0.023374198004603386","0.023374198004603386","0.023374198004603386"
"6776","0.02515636757016182","0.02515636757016182","0.02515636757016182"
"6784","0.02426084689795971","0.02426084689795971","0.02426084689795971"
"6788","0.023914355784654617","0.023914355784654617","0.023914355784654617"
"6827","0.02396456152200699","0.02396456152200699","0.02396456152200699"
"6862","0.024246688932180405","0.024246688932180405","0.024246688932180405"
"6872","0.023167258128523827","0.023167258128523827","0.023167258128523827"
"6881","0.023398349061608315","0.023398349061608315","0.023398349061608315"
"6925","0.022096870467066765","0.022096870467066765","0.022096870467066765"
"6930","0.022777961567044258","0.022777961567044258","0.022777961567044258"
"6936","0.02298550494015217","0.02298550494015217","0.02298550494015217"
"6941","0.02231283113360405","0.02231283113360405","0.02231283113360405"
"6954","0.023234084248542786","0.023234084248542786","0.023234084248542786"
"6969","0.022355571389198303","0.022355571389198303","0.022355571389198303"
"6992","0.022990921512246132","0.022990921512246132","0.022990921512246132"
"6994","0.02294287458062172","0.02294287458062172","0.02294287458062172"
"7000","0.023104477673768997","0.023104477673768997","0.023104477673768997"
"7008","0.022528136149048805","0.022528136149048805","0.022528136149048805"
"7041","0.020559104159474373","0.020559104159474373","0.020559104159474373"
"7044","0.020186634734272957","0.020186634734272957","0.020186634734272957"
"7047","0.02023858018219471","0.02023858018219471","0.02023858018219471"
"7069","0.020975904539227486","0.020975904539227486","0.020975904539227486"
"7088","0.020793674513697624","0.020793674513697624","0.020793674513697624"
"7092","0.020889263600111008","0.020889263600111008","0.020889263600111008"
"7113","0.02110489457845688","0.02110489457845688","0.02110489457845688"
"7115","0.02069792151451111","0.02069792151451111","0.02069792151451111"
"7123","0.020911095663905144","0.020911095663905144","0.020911095663905144"
"7160","0.02154785394668579","0.02154785394668579","0.02154785394668579"
"7180","0.022228267043828964","0.022228267043828964","0.022228267043828964"
"7199","0.022296857088804245","0.022296857088804245","0.022296857088804245"
"7200","0.022349847480654716","0.022349847480654716","0.022349847480654716"
"7206","0.021677613258361816","0.021677613258361816","0.021677613258361816"
"7301","0.02037094160914421","0.02037094160914421","0.02037094160914421"
"7302","0.020121121779084206","0.020121121779084206","0.020121121779084206"
"7346","0.020660147070884705","0.020660147070884705","0.020660147070884705"
"7353","0.020752424374222755","0.020752424374222755","0.020752424374222755"
"7398","0.02044028975069523","0.02044028975069523","0.02044028975069523"
"7401","0.02110036462545395","0.02110036462545395","0.02110036462545395"
"7534","0.019670503214001656","0.019670503214001656","0.019670503214001656"
"7535","0.019544966518878937","0.019544966518878937","0.019544966518878937"
"7550","0.019787507131695747","0.019787507131695747","0.019787507131695747"
"7559","0.020708952099084854","0.020708952099084854","0.020708952099084854"
"7601","0.019955269992351532","0.019955269992351532","0.019955269992351532"
"7605","0.02060256339609623","0.02060256339609623","0.02060256339609623"
"7622","0.022151123732328415","0.022151123732328415","0.022151123732328415"
"7624","0.021637508645653725","0.021637508645653725","0.021637508645653725"
"7631","0.022176289930939674","0.022176289930939674","0.022176289930939674"
"7664","0.020501699298620224","0.020501699298620224","0.020501699298620224"
"7729","0.02179081179201603","0.02179081179201603","0.02179081179201603"
"7741","0.02117806486785412","0.02117806486785412","0.02117806486785412"
"7793","0.021817883476614952","0.021817883476614952","0.021817883476614952"
"7869","0.020281383767724037","0.020281383767724037","0.020281383767724037"
"7928","0.018975697457790375","0.018975697457790375","0.018975697457790375"
"7931","0.018693629652261734","0.018693629652261734","0.018693629652261734"
"7934","0.019568653777241707","0.019568653777241707","0.019568653777241707"
"7938","0.019626542925834656","0.019626542925834656","0.019626542925834656"
"7951","0.020379988476634026","0.020379988476634026","0.020379988476634026"
"8057","0.019689487293362617","0.019689487293362617","0.019689487293362617"
"8103","0.020567284896969795","0.020567284896969795","0.020567284896969795"
"8106","0.02095838263630867","0.02095838263630867","0.02095838263630867"
"8172","0.019383501261472702","0.019383501261472702","0.019383501261472702"
"8185","0.019846754148602486","0.019846754148602486","0.019846754148602486"
"8186","0.019659409299492836","0.019659409299492836","0.019659409299492836"
"8204","0.01985587738454342","0.01985587738454342","0.01985587738454342"
"8220","0.020107077434659004","0.020107077434659004","0.020107077434659004"
"8274","0.020373210310935974","0.020373210310935974","0.020373210310935974"
"8335","0.018629543483257294","0.018629543483257294","0.018629543483257294"
"8436","0.018876081332564354","0.018876081332564354","0.018876081332564354"
"8442","0.0190438162535429","0.0190438162535429","0.0190438162535429"
"8455","0.019411377608776093","0.019411377608776093","0.019411377608776093"
"8469","0.01875651814043522","0.01875651814043522","0.01875651814043522"
"8473","0.01894998922944069","0.01894998922944069","0.01894998922944069"
"8476","0.018998295068740845","0.018998295068740845","0.018998295068740845"
"8500","0.019128799438476562","0.019128799438476562","0.019128799438476562"
"8519","0.02002081833779812","0.02002081833779812","0.02002081833779812"
"8555","0.01865275949239731","0.01865275949239731","0.01865275949239731"
"8556","0.01875285990536213","0.01875285990536213","0.01875285990536213"
"8587","0.01691972278058529","0.01691972278058529","0.01691972278058529"
"8626","0.020209234207868576","0.020209234207868576","0.020209234207868576"
"8703","0.020076297223567963","0.020076297223567963","0.020076297223567963"
"8706","0.02042376436293125","0.02042376436293125","0.02042376436293125"
"8746","0.020206036046147346","0.020206036046147346","0.020206036046147346"
"8756","0.02045750990509987","0.02045750990509987","0.02045750990509987"
"8776","0.02001284994184971","0.02001284994184971","0.02001284994184971"
"8804","0.021652989089488983","0.021652989089488983","0.021652989089488983"
"8807","0.02157849259674549","0.02157849259674549","0.02157849259674549"
"8863","0.02005961909890175","0.02005961909890175","0.02005961909890175"
"8883","0.01928853802382946","0.01928853802382946","0.01928853802382946"
"8890","0.01940266788005829","0.01940266788005829","0.01940266788005829"
"8911","0.02045467123389244","0.02045467123389244","0.02045467123389244"
"8928","0.01975863240659237","0.01975863240659237","0.01975863240659237"
"8942","0.018550384789705276","0.018550384789705276","0.018550384789705276"
"8964","0.01929292641580105","0.01929292641580105","0.01929292641580105"
"8966","0.018854252994060516","0.018854252994060516","0.018854252994060516"
"8975","0.01784290187060833","0.01784290187060833","0.01784290187060833"
"9036","0.01747066155076027","0.01747066155076027","0.01747066155076027"
"9050","0.01720166765153408","0.01720166765153408","0.01720166765153408"
"9085","0.01691809482872486","0.01691809482872486","0.01691809482872486"
"9094","0.017637167125940323","0.017637167125940323","0.017637167125940323"
"9101","0.017579803243279457","0.017579803243279457","0.017579803243279457"
"9118","0.017561035230755806","0.017561035230755806","0.017561035230755806"
"9144","0.01759837009012699","0.01759837009012699","0.01759837009012699"
"9148","0.01776375249028206","0.01776375249028206","0.01776375249028206"
"9170","0.01889943704009056","0.01889943704009056","0.01889943704009056"
"9171","0.019087305292487144","0.019087305292487144","0.019087305292487144"
"9192","0.01821010746061802","0.01821010746061802","0.01821010746061802"
"9198","0.017699643969535828","0.017699643969535828","0.017699643969535828"
"9295","0.016276255249977112","0.016276255249977112","0.016276255249977112"
"9333","0.015894334763288498","0.015894334763288498","0.015894334763288498"
"9343","0.015687227249145508","0.015687227249145508","0.015687227249145508"
"9351","0.014991174452006817","0.014991174452006817","0.014991174452006817"
"9396","0.015626870095729828","0.015626870095729828","0.015626870095729828"
"9408","0.015799114480614662","0.015799114480614662","0.015799114480614662"
"9410","0.015675412490963936","0.015675412490963936","0.015675412490963936"
"9413","0.015975866466760635","0.015975866466760635","0.015975866466760635"
"9449","0.016751809045672417","0.016751809045672417","0.016751809045672417"
"9475","0.01788812130689621","0.01788812130689621","0.01788812130689621"
"9513","0.01851317100226879","0.01851317100226879","0.01851317100226879"
"9580","0.018757769837975502","0.018757769837975502","0.018757769837975502"
"9595","0.017969464883208275","0.017969464883208275","0.017969464883208275"
"9621","0.01681271195411682","0.01681271195411682","0.01681271195411682"
"9656","0.016532128676772118","0.016532128676772118","0.016532128676772118"
"9668","0.01694299653172493","0.01694299653172493","0.01694299653172493"
"9689","0.018122823908925056","0.018122823908925056","0.018122823908925056"
"9704","0.018842915073037148","0.018842915073037148","0.018842915073037148"
"9734","0.017469748854637146","0.017469748854637146","0.017469748854637146"
"9756","0.018130190670490265","0.018130190670490265","0.018130190670490265"
"9861","0.01683601550757885","0.01683601550757885","0.01683601550757885"
"9867","0.01639685407280922","0.01639685407280922","0.01639685407280922"
"9877","0.017064329236745834","0.017064329236745834","0.017064329236745834"
"9950","0.015069021843373775","0.015069021843373775","0.015069021843373775"
"9966","0.015151417814195156","0.015151417814195156","0.015151417814195156"
"9984","0.013909745030105114","0.013909745030105114","0.013909745030105114"
"9997","0.014416784979403019","0.014416784979403019","0.014416784979403019"
"10021","0.014705951325595379","0.014705951325595379","0.014705951325595379"
"10089","0.016274038702249527","0.016274038702249527","0.016274038702249527"
"10092","0.016359934583306313","0.016359934583306313","0.016359934583306313"
"10159","0.018113797530531883","0.018113797530531883","0.018113797530531883"
